title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type,stars_list,genre_list,rating_norm,runtime_norm
A Dennis the Menace Christmas,G,83.0,4.7,,"Comedy, Family, Fantasy",2007.0,"To make sure that his beloved neighbour, Mr Wilson, has the perfect Christmas, the neighbourhood's lively six-year-old boy, Dennis Mitchell, makes a long list of things one needs to make it work. However, is Mr Wilson willing to change?",Ron Oliver,"Maxwell Perry Cotton, Robert Wagner, Louise Fletcher, Isaac Durnford, ","2,192",,"https://m.media-amazon.com/images/M/MV5BMTc3MTQ1MjM1MV5BMl5BanBnXkFtZTcwNDQ1MjE2MQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Maxwell Perry Cotton', 'Robert Wagner', 'Louise Fletcher', 'Isaac Durnford']","['Comedy', 'Family', 'Fantasy']",0.4303797468354431,0.41414141414141414
The Twelve Days of Christmas Eve,PG,85.0,5.7,,"Comedy, Drama, Fantasy",2004.0,"A successful CEO meets a Latin American rep on Christmas Eve, thus neglecting his girlfriend, family, and employees, and the day magically repeats itself until he gets it right.",Martha Coolidge,"Steven Weber, Stefanie von Pfetten, Mark Krysko, Teryl Rothery, ","1,115",,"https://m.media-amazon.com/images/M/MV5BMTY4NDY3MDEwNV5BMl5BanBnXkFtZTcwODI2NTk5Mw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Steven Weber', 'Stefanie von Pfetten', 'Mark Krysko', 'Teryl Rothery']","['Comedy', 'Drama', 'Fantasy']",0.5569620253164558,0.42424242424242425
Christmas on Mistletoe Lake,TV-PG,87.0,5.5,,"Comedy, Romance",2022.0,"Interior designer Reilly finds herself this Christmas in the town of Mistletoe Lake with no place to stay. She accepts an offer from Ray to stay in his boat, helping him renovate the boat for the town's Christmas Harbor Festival.",Robin Dunne,"Genelle Williams, Corey Sevier, Hattie Kragten, Robin Dunne, ",364,,"https://m.media-amazon.com/images/M/MV5BY2E3NDRjY2EtYjYxYi00Y2E2LThjYzItOGJjNWNiODAzZDIxXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Genelle Williams', 'Corey Sevier', 'Hattie Kragten', 'Robin Dunne']","['Comedy', 'Romance']",0.5316455696202532,0.43434343434343436
Sleigh Bells Ring,TV-G,82.0,6.3,,"Comedy, Family, Romance",2016.0,A busy single mom tasked with organizing her city's Christmas parade discovers an antique sleigh which seems to have a mind of its own.,Marita Grabiak,"Erin Cahill, David Alpay, Dakota Guppy, Jenna Romanin, ","1,506",,"https://m.media-amazon.com/images/M/MV5BNWU5MGY4N2QtMGQxOC00ZDVmLTk4MWYtYzRkMWVkNmVjYmE0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDAwMDAwMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Erin Cahill', 'David Alpay', 'Dakota Guppy', 'Jenna Romanin']","['Comedy', 'Family', 'Romance']",0.6329113924050633,0.4090909090909091
Christmas in Love,TV-G,84.0,6.3,,"Drama, Romance",2018.0,An aspiring crafter working in her small town's bakery shows the new big-city CEO that it's people and not machines which make the business a success.,Don McBrearty,"Brooke D'Orsay, Daniel Lissing, Mary-Margaret Humes, David Keeley, ","2,247",,"https://m.media-amazon.com/images/M/MV5BZTFjYmNjNjMtZGFjMi00ZGRjLTk5YmUtMTc2MDYzNmE4N2Q0XkEyXkFqcGdeQXVyNzg0MDM4NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"[""Brooke D'Orsay"", 'Daniel Lissing', 'Mary-Margaret Humes', 'David Keeley']","['Drama', 'Romance']",0.6329113924050633,0.41919191919191917
A Perfect Christmas,TV-G,84.0,6.1,,"Comedy, Family, Romance",2016.0,"A newlywed couple prepare to host their first family Christmas together, but things don't go according to plan.",Brian K. Roberts,"Susie Abromeit, Dillon Casey, Erin Gray, Neil Crone, ","1,413",,"https://m.media-amazon.com/images/M/MV5BOWMzYjg1M2EtOTAyMi00YzA5LWJiZmQtMTU0YjIyZDZmODEzXkEyXkFqcGdeQXVyNjgyNDAyOTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Susie Abromeit', 'Dillon Casey', 'Erin Gray', 'Neil Crone']","['Comedy', 'Family', 'Romance']",0.6075949367088608,0.41919191919191917
After the Thin Man,Passed,112.0,7.6,,"Comedy, Crime, Mystery",1936.0,"Private detective Nick Charles and his wealthy wife Nora are back home at last and hoping for a quiet New Year when there is a murder. The obvious suspect is his wife, Nora's cousin, Selma.",W.S. Van Dyke,"William Powell, Myrna Loy, James Stewart, Elissa Landi, ","11,898",$4.34M,"https://m.media-amazon.com/images/M/MV5BYWNjMTRkOGMtOGMyZS00NTNlLTg5ZTctYTEzMWM1ZDExZjgzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['William Powell', 'Myrna Loy', 'James Stewart', 'Elissa Landi']","['Comedy', 'Crime', 'Mystery']",0.7974683544303798,0.5606060606060606
One Starry Christmas,TV-G,83.0,6.5,,"Comedy, Drama, Romance",2014.0,"When journeying by bus to surprise her boyfriend for Christmas, Holly meets a charming cowboy who accompanies her.",John Bradshaw,"Sarah Carter, Damon Runyan, Paul Popowich, Kathleen Laskey, ","2,311",,"https://m.media-amazon.com/images/M/MV5BYTQzMjdjY2YtZDljZi00OWZkLWJlMmItMTRlZjBiNzY3Y2JlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Sarah Carter', 'Damon Runyan', 'Paul Popowich', 'Kathleen Laskey']","['Comedy', 'Drama', 'Romance']",0.6582278481012659,0.41414141414141414
Christmas Time Is Here,,85.0,5.4,,"Comedy, Family, Romance",2021.0,Nia is a local realtor who is helping Julian find the ideal property to expand for his upscale property developer company. Julian sets his eye on Nia's family owned inn that is managed by ...                See full summary »,Christie Will Wolf,"Rukiya Bernard, Dewshane Williams, Tom Pickett, Jill Morrison, ",732,,"https://m.media-amazon.com/images/M/MV5BMDQzZmZlYTctNjRlZi00YTZjLTllN2ItZjVhZGRmNWNmYWUzXkEyXkFqcGdeQXVyMTgyNDE3NTc@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Rukiya Bernard', 'Dewshane Williams', 'Tom Pickett', 'Jill Morrison']","['Comedy', 'Family', 'Romance']",0.518987341772152,0.42424242424242425
Christmas at Cartwright's,TV-G,84.0,6.3,,"Comedy, Drama, Family",2014.0,"A single mom gets a holiday job as a department store Santa to help boost her finances, and then an angel enters her life and brings about some positive changes, including the spark of a new romance.",Graeme Campbell,"Alicia Witt, Gabriel Hogan, Wallace Shawn, T.J. McGibbon, ","2,098",,"https://m.media-amazon.com/images/M/MV5BYjViMGRjMmQtNmMzYy00YmQ2LWIxNTQtODI2NGJiNzZiY2QxXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Alicia Witt', 'Gabriel Hogan', 'Wallace Shawn', 'T.J. McGibbon']","['Comedy', 'Drama', 'Family']",0.6329113924050633,0.41919191919191917
The Christmas Checklist,,90.0,6.7,,"Drama, Romance",2022.0,A grieving daughter receives a Christmas checklist from her recently deceased mom with twelve activities she must complete before Christmas.,Anne De Léan,"Sarah Power, Jarod Joseph, Monica Rodriguez Knox, Dakota Jamal Wellman, ",66,,"https://m.media-amazon.com/images/M/MV5BODE0MDY1N2YtZjAxMS00OGViLWFmYzktNTRmZWFjY2ZjZDAyXkEyXkFqcGdeQXVyMTk1NzUwMA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Sarah Power', 'Jarod Joseph', 'Monica Rodriguez Knox', 'Dakota Jamal Wellman']","['Drama', 'Romance']",0.6835443037974684,0.4494949494949495
A Very Merry Toy Store,TV-PG,90.0,5.5,,"Comedy, Drama, Family",2017.0,Two rival toy shop owners reluctantly join forces when an unscrupulous toy magnate opens a box store in their town.,Paula Hart,"Melissa Joan Hart, Mario Lopez, Dan Amboyer, Kurt Cole, ","1,102",,"https://m.media-amazon.com/images/M/MV5BNjExZWVlMWItM2YwNC00NjFlLThmZmYtNGUwMDhlMzVhMzk0XkEyXkFqcGdeQXVyMjkwMjY1MjI@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Melissa Joan Hart', 'Mario Lopez', 'Dan Amboyer', 'Kurt Cole']","['Comedy', 'Drama', 'Family']",0.5316455696202532,0.4494949494949495
Home by Christmas,TV-14,95.0,6.3,,"Drama, Family",2006.0,"After a well-to-do woman divorces her cheating husband, she ends up homeless through a series of mishaps.",Gail Harvey,"Linda Hamilton, Rob Stewart, Brenda Crichlow, Garwin Sanford, ",920,,"https://m.media-amazon.com/images/M/MV5BOTYwNTQzMDcwMl5BMl5BanBnXkFtZTcwMzY1NzI5Mw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Linda Hamilton', 'Rob Stewart', 'Brenda Crichlow', 'Garwin Sanford']","['Drama', 'Family']",0.6329113924050633,0.47474747474747475
Charming Christmas,TV-G,85.0,6.2,,"Drama, Romance",2015.0,"When a young businesswoman plays Mrs Claus at her family's department store over Christmas, her life begins to take some unexpected turns.",Craig Pryce,"Julie Benz, David Sutcliffe, Bruce Gray, Catherine McNally, ","1,938",,"https://m.media-amazon.com/images/M/MV5BNzY4NGQ5ZTYtZjQzYS00YTllLWE1ZDEtOTNjNjA4NjJiY2RiXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Julie Benz', 'David Sutcliffe', 'Bruce Gray', 'Catherine McNally']","['Drama', 'Romance']",0.6202531645569621,0.42424242424242425
Christmas in Louisiana,TV-PG,90.0,5.8,,Romance,2019.0,"When a woman returns home to celebrate the anniversary of the town's Sugarcane Christmas Festival, she rediscovers the magic of the season.",Emily Moss Wilson,"Jana Kramer, Percy Daggs III, Moira Kelly, Brian McNamara, ",613,,"https://m.media-amazon.com/images/M/MV5BZmZkMzYyZjItZDE1Ni00MDMzLTg4NTEtNjk5OTA5MWE4NTAxXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie,"['Jana Kramer', 'Percy Daggs III', 'Moira Kelly', 'Brian McNamara']",['Romance'],0.569620253164557,0.4494949494949495
Help for the Holidays,TV-G,90.0,6.6,,"Drama, Family, Fantasy",2012.0,"Santa's elf (Summer Glau) helps a family (Eva La Rue, Dan Gauthier) during Christmastime.",Bradford May,"Summer Glau, Eva LaRue, John Brotherton, Dan Gauthier, ","2,359",,"https://m.media-amazon.com/images/M/MV5BMzY3ODBlOWEtYzY0YS00NzUyLTg0MTAtZDM3NjZjNTc1ODFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5MzE4NTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Summer Glau', 'Eva LaRue', 'John Brotherton', 'Dan Gauthier']","['Drama', 'Family', 'Fantasy']",0.6708860759493671,0.4494949494949495
My Favorite Christmas Tree,,90.0,6.0,,"Comedy, Romance",2022.0,"Kyla is a genealogy researcher who travels to the charming town of Conifer, hoping to piece together her ancestry. The search leads Kyla to a Christmas tree farm, its stubborn but handsome owner - and, possibly, love.",Jason Bourque,"Emma Johnson, Giles Panton, Marnie Mahannah, Beth Fotheringham, ",462,,"https://m.media-amazon.com/images/M/MV5BYzJhY2MxNDYtNGJmZi00ODYyLWFhZDUtMjkzNjk5ODJjMjJlXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Emma Johnson', 'Giles Panton', 'Marnie Mahannah', 'Beth Fotheringham']","['Comedy', 'Romance']",0.5949367088607596,0.4494949494949495
If You Believe,TV-PG,91.0,6.4,,"Comedy, Drama, Fantasy",1999.0,"A jaded book editor has nearly given up on happiness, until she bumps her head and gets a visit from her spunky younger self (Hayden Panettiere). Now, the cheerful, carefree seven-year old helps adult Susan rediscover her inner child.",Alan Metzger,"Ally Walker, Tom Amandes, Hayden Panettiere, Meredith McGeachie, ",803,,"https://m.media-amazon.com/images/M/MV5BMTA3NTg5MjQ3MjBeQTJeQWpwZ15BbWU3MDE3Mzg0MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Ally Walker', 'Tom Amandes', 'Hayden Panettiere', 'Meredith McGeachie']","['Comedy', 'Drama', 'Fantasy']",0.6455696202531647,0.45454545454545453
A Christmas Tree Miracle,TV-G,102.0,6.5,,Family,2013.0,"A warm-hearted Christmas tale to remind us that in the holiday season, the best gifts in life are the simple ones, and that miracles do happen, if you believe.",J.W. Myers,"Kevin Sizemore, Terry Kiser, Jill Whelan, Barrett Carnahan, ",926,,"https://m.media-amazon.com/images/M/MV5BY2ViMTc2NjAtMjJhNi00ODJjLTgxZTYtZjVmNDU4ZDQwYmMwXkEyXkFqcGdeQXVyMTIzNTI5NTM1._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Kevin Sizemore', 'Terry Kiser', 'Jill Whelan', 'Barrett Carnahan']",['Family'],0.6582278481012659,0.51010101010101
Snowbound for Christmas,PG,83.0,5.3,,"Comedy, Romance",2019.0,"Marketing exec lands a spot on a big project but before the presentation, a snowstorm traps her and her boss at a resort where they realize there is more to their relationship than just business.",Marco Deufemia,"Zarrin Darnell-Martin, Henderson Wade, Scott Thompson, Josephine Buettner, ",723,,"https://m.media-amazon.com/images/M/MV5BZTMxZDRhNTYtNjNlYi00ODE1LWJkNWUtZjQwNzlkMWIxNzkzXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Zarrin Darnell-Martin', 'Henderson Wade', 'Scott Thompson', 'Josephine Buettner']","['Comedy', 'Romance']",0.5063291139240507,0.41414141414141414
The Christmas Party,Approved,9.0,6.4,,"Short, Family",1931.0,"Jackie wants to throw a Christmas party for his friends on his football team, but doesn't know how to go about it. His fellow stars at MGM decide to help him out.",Charles Reisner,"Lionel Barrymore, Wallace Beery, Jackie Cooper, Marion Davies, ",440,,"https://m.media-amazon.com/images/M/MV5BZWE3OGQ0ZDUtZjkzOS00MWFlLWJkOWYtZWM2ZGUwNmI2N2MyXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY209_CR69,0,140,209_AL_.jpg",Movie,"['Lionel Barrymore', 'Wallace Beery', 'Jackie Cooper', 'Marion Davies']","['Short', 'Family']",0.6455696202531647,0.04040404040404041
Love at the Christmas Table,Not Rated,89.0,6.4,,"Comedy, Drama, Romance",2012.0,A man realizes that his best friend since childhood is the woman that he loves.,Rachel Lee Goldenberg,"Danica McKellar, Dustin Milligan, Lea Thompson, Scott Patterson, ","2,708",,"https://m.media-amazon.com/images/M/MV5BMzc2NDQ1NzExNV5BMl5BanBnXkFtZTgwMDEzNjg4MDE@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie,"['Danica McKellar', 'Dustin Milligan', 'Lea Thompson', 'Scott Patterson']","['Comedy', 'Drama', 'Romance']",0.6455696202531647,0.4444444444444444
A Christmas Stray,TV-PG,84.0,6.2,,"Drama, Romance",2021.0,"A man finds himself hopelessly stranded in a small town on Christmas Eve, unable to shake the stray dog who ran him off the road, and irresistibly drawn to the free-spirited, local veterinarian.",Roger M. Bobb,"Andra Fuller, Rhyon Nicole Brown, Melissa Murray-Mutch, Chris Shields, ",359,,"https://m.media-amazon.com/images/M/MV5BZjMzMWM0ZTktN2Y5MS00ZTE4LTk5MTYtOGMzZDU0YjVkZGU1XkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie,"['Andra Fuller', 'Rhyon Nicole Brown', 'Melissa Murray-Mutch', 'Chris Shields']","['Drama', 'Romance']",0.6202531645569621,0.41919191919191917
A Wedding for Christmas,TV-PG,90.0,5.3,,Romance,2018.0,"Haley escapes her small-town and builds a life in Los Angeles as a wedding planner. When her sister asks her to plan her wedding, Haley returns to her childhood town and reunites with a childhood flame.",Fred Olen Ray,"Cristine Prosperi, Colton Little, Vivica A. Fox, Lesli Kay, ","1,111",,"https://m.media-amazon.com/images/M/MV5BM2YyNzViY2YtNWVjZS00OTEwLWEyYzMtYjkyODY0MjBmYjNmXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Cristine Prosperi', 'Colton Little', 'Vivica A. Fox', 'Lesli Kay']",['Romance'],0.5063291139240507,0.4494949494949495
The Christmas Ring,TV-G,84.0,6.4,,"Drama, Romance",2020.0,A website writer tries to locate the owner of an antique engagement ring for her latest human interest story.,Troy Scott,"Nazneen Contractor, David Alpay, Kazumi Evans, Chelsey Reist, ","1,228",,"https://m.media-amazon.com/images/M/MV5BYzI2YWUzMzMtYjdhZi00NjdlLWE4YjMtNWNkMWJiZGUzNThlXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Nazneen Contractor', 'David Alpay', 'Kazumi Evans', 'Chelsey Reist']","['Drama', 'Romance']",0.6455696202531647,0.41919191919191917
Unlikely Angel,Not Rated,95.0,6.3,,"Comedy, Fantasy",1996.0,"Dolly Parton portrays a country-music performer who meets an untimely demise, but cannot enter heaven until she performs a good deed back on Earth: to reunite a workaholic widower with his children for Christmas.",Michael Switzer,"Dolly Parton, Roddy McDowall, Brian Kerwin, Allison Mack, ","1,185",,"https://m.media-amazon.com/images/M/MV5BYjlhNTMxZDItMGFkYy00MTY3LTk3NzgtYWM0Y2RkN2E2NzI3XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie,"['Dolly Parton', 'Roddy McDowall', 'Brian Kerwin', 'Allison Mack']","['Comedy', 'Fantasy']",0.6329113924050633,0.47474747474747475
Christmas with a Crown,,89.0,5.4,,Romance,2020.0,Sparks fly when a dashing stranger volunteers to help a successful woman organize her family's annual Christmas festival. But he's really a prince in disguise and it will take a miracle of royal proportions for their hearts to meet as one.,Dylan Pearce,"Lisa Durupt, Marcus Rosner, Teryl Rothery, Michael Lazarovitch, ","1,189",,"https://m.media-amazon.com/images/M/MV5BM2FmYjllY2YtYjIyOC00OGNhLTkzNmQtM2M5MWFjNDBkZGZlXkEyXkFqcGdeQXVyMTE4NTI5NTA@._V1_UY209_CR11,0,140,209_AL_.jpg",Movie,"['Lisa Durupt', 'Marcus Rosner', 'Teryl Rothery', 'Michael Lazarovitch']",['Romance'],0.518987341772152,0.4444444444444444
A Perfect Day,Not Rated,87.0,5.6,,"Drama, Family",2006.0,A family man and suddenly-successful author encounters a mystic stranger who warns him he has only forty more days to live. Based on a novel by Richard Paul Evans.,Peter Levin,"Rob Lowe, Frances Conroy, Paget Brewster, Christopher Lloyd, ","1,188",,"https://m.media-amazon.com/images/M/MV5BNDUxNzc5Nzk1M15BMl5BanBnXkFtZTgwMTAxODkwMzE@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie,"['Rob Lowe', 'Frances Conroy', 'Paget Brewster', 'Christopher Lloyd']","['Drama', 'Family']",0.5443037974683544,0.43434343434343436
I'll Be Seeing You,Approved,85.0,7.1,,"Drama, Family, Romance",1944.0,A soldier suffering from combat fatigue meets a young woman on Christmas furlough from prison and their mutual loneliness blossoms into romance.,William Dieterle,"George Cukor, Ginger Rogers, Joseph Cotten, Shirley Temple, Spring Byington, ","2,481",,"https://m.media-amazon.com/images/M/MV5BOThjYjM2NDctYWE2ZC00YzgxLWI1YmUtODAxYmU1ODBjMTkyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['George Cukor', 'Ginger Rogers', 'Joseph Cotten', 'Shirley Temple', 'Spring Byington']","['Drama', 'Family', 'Romance']",0.7341772151898734,0.42424242424242425
Scentsational Christmas,TV-PG,87.0,5.6,,"Drama, Family, Romance",2022.0,"Ellie decides to go back home for Christmas, and help her dad with the candle-making business. Little does she know, however, that her father has charming, writer Logan staying with him, looking for inspiration for his writings.",Robert Vaughn,"Nazneen Contractor, Mykee Selkin, Sugith Varughese, Jennifer Gibson, ",306,,"https://m.media-amazon.com/images/M/MV5BODc5MWI4ZDgtNDAwMC00ZDVhLTg4NzItNDI5MzM0YjRiY2RjXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie,"['Nazneen Contractor', 'Mykee Selkin', 'Sugith Varughese', 'Jennifer Gibson']","['Drama', 'Family', 'Romance']",0.5443037974683544,0.43434343434343436
A Gift for Christmas,TV-G,89.0,6.6,,"Comedy, Drama, Family",2017.0,A handsome stranger develops amnesia after a bibliophile crashes into him on her bicycle.,Kevin Fair,"Peter Porte, Ali Liebert, Tina Lifford, Kristin York, ","2,487",,"https://m.media-amazon.com/images/M/MV5BOTAyYTM3MDgtN2M3Ni00MDVjLTk5YzktY2U4ODFiMDZlZTM4XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Peter Porte', 'Ali Liebert', 'Tina Lifford', 'Kristin York']","['Comedy', 'Drama', 'Family']",0.6708860759493671,0.4444444444444444
A Merry Christmas Match,TV-G,82.0,5.9,,"Comedy, Drama, Romance",2019.0,"Corey who works in her mom's antique shop, puts on a Christmas pageant in honor of her late father. When a man named Ryder visits her store, she wonders if she should have left town to follow her dream of becoming a theater director.",Jake Helgren,"Ashley Newbrough, Kyle Dean Massey, Lindsey Gort, John DeLuca, ","1,381",,"https://m.media-amazon.com/images/M/MV5BOGE2MzVhNTAtN2I0Yi00OGRmLWJhZjktNDkxZWRkM2VjYmVjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Ashley Newbrough', 'Kyle Dean Massey', 'Lindsey Gort', 'John DeLuca']","['Comedy', 'Drama', 'Romance']",0.5822784810126583,0.4090909090909091
Enchanted Christmas,TV-G,84.0,5.9,,Romance,2017.0,Young widow Laura Trudeau was a remarkable dancer. As a project manager she is tasked with renovating a lodge in her hometown and have it ready by Christmas Eve. She is stunned it's the lodge where she and her former love performed.,Terry Cunningham,"Alexa PenaVega, Carlos PenaVega, Rene Raymond Rivera, Jaynee-Lynne Kinchen, ","1,440",,"https://m.media-amazon.com/images/M/MV5BNDRlNzFjN2EtNTJkOC00ZGQ1LWIzMWQtZWRjMDQxZGMyMGM3XkEyXkFqcGdeQXVyNTU2MDQyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Alexa PenaVega', 'Carlos PenaVega', 'Rene Raymond Rivera', 'Jaynee-Lynne Kinchen']",['Romance'],0.5822784810126583,0.41919191919191917
Campfire Romance,TV-G,84.0,5.4,,"Adventure, Comedy, Drama",2022.0,Romance rekindles for Peyton and her closest friends during a holiday themed reunion which Peyton's parents decide to host in their family owned summer camp before selling it.,David I. Strasser,"Tori Anderson, Corbin Bleu, Jeffrey Bowyer-Chapman, Caitlin Stryker, ",654,,"https://m.media-amazon.com/images/M/MV5BYjkzZDBhYmQtZWNhMC00OTc5LTg3NjMtNzRmMDEwZTliNTZlXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie,"['Tori Anderson', 'Corbin Bleu', 'Jeffrey Bowyer-Chapman', 'Caitlin Stryker']","['Adventure', 'Comedy', 'Drama']",0.518987341772152,0.41919191919191917
Elf-Man,Not Rated,86.0,3.4,,"Comedy, Family, Fantasy",2012.0,"An Elf is left behind by Santa to help rescue the Harper family from a lousy Christmas. The Elf and the family get more than they bargained for, as the kids help the Elf discover his special powers and true identity as a budding superhero.",Ethan Wiley,"Jason 'Wee Man' Acuña, Jeffrey Combs, Mackenzie Astin, Mirelly Taylor, ",757,,"https://m.media-amazon.com/images/M/MV5BNjE2ODgwNDc5OF5BMl5BanBnXkFtZTcwMDA1MDMyOQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Movie,"[""Jason 'Wee Man' Acuña"", 'Jeffrey Combs', 'Mackenzie Astin', 'Mirelly Taylor']","['Comedy', 'Family', 'Fantasy']",0.26582278481012656,0.4292929292929293
